Tahun,Provinsi,Jenis Ikan,Volume (ton),Nilai (Rp. Juta),Harga Rata-Rata Tertimbang (Rp/kg)
2020,JAWA TIMUR,LEMURU,20178.49,202070,164568
2020,JAWA TIMUR,LAYANG BENGGOL,20012.79,259809,137965
2020,JAWA TIMUR,TONGKOL ABU-ABU,17433.14,204078,181577
2020,JAWA TIMUR,TEMBANG,16340.14,163426,125513
2020,JAWA TIMUR,SWANGGI,15025.59,228754,149447
2020,JAWA TIMUR,RAJUNGAN,14651.78,654754,682290
2020,JAWA TIMUR,TONGKOL LISONG,13876.6,144406,34475
2020,JAWA TIMUR,LAYUR,13551.64,308059,384919
2020,JAWA TIMUR,CAKALANG,13212.43,219081,178990
2020,JAWA TIMUR,KEMBUNG,13191.16,214206,290953
2020,JAWA TIMUR,KURISI,13153.51,196579,239536
2020,JAWA TIMUR,KUNIRAN; BIJI NANGKA,12922.84,176344,168476
2020,JAWA TIMUR,TERI NASI,12086.05,257714,253663
2020,JAWA TIMUR,TONGKOL,11982.55,181221,187973
2020,JAWA TIMUR,KERANG DARAH,11149.63,120350,123598
2020,JAWA TIMUR,TALANG-TALANG,10740.83,107602,92000
2020,JAWA TIMUR,CUMI-CUMI,9673.74,350490,617924
2020,JAWA TIMUR,GULAMAH,8568.08,97021,220767
2020,JAWA TIMUR,PEPEREK TOPANG,7146.97,72608,84173
2020,JAWA TIMUR,KERANG HIJAU,6691.1,83251,99059
2020,JAWA TIMUR,TONGKOL KOMO,6574.22,99693,101633
2020,JAWA TIMUR,LAYANG,6432.96,82262,124041
2020,JAWA TIMUR,KAPAS-KAPAS,6428.76,69598,52632
2020,JAWA TIMUR,BELANAK,5507.24,96609,271183
2020,JAWA TIMUR,LAYANG LIDI; LAYAR DELES,5228.1,53131,70503
2020,JAWA TIMUR,KAKAP MERAH,4860.68,256873,656605
2020,JAWA TIMUR,BIJI NANGKA KARANG,4609.18,67396,36733
2020,JAWA TIMUR,TUNA SIRIP KUNING; MADIDIHANG,4605.5,114397,93808
2020,JAWA TIMUR,SELAR KUNING,4507.6,60273,128271
2020,JAWA TIMUR,KERAPU LUMPUR,3828.98,139954,319674
2020,JAWA TIMUR,BAWAL HITAM,3717.59,139870,347280
2020,JAWA TIMUR,GURITA,3613.99,79051,180858
2020,JAWA TIMUR,KURO; SENANGIN,3510.2,109603,124268
2020,JAWA TIMUR,KAKAP PUTIH,3500.69,147012,319000
2020,JAWA TIMUR,TENGGIRI,2996.78,132131,665359
2020,JAWA TIMUR,TETENGKEK,2878.98,29493,111683
2020,JAWA TIMUR,KUWE,2782.02,69840,332924
2020,JAWA TIMUR,TERI GEPENG,2679.26,26877,53768
2020,JAWA TIMUR,NILA,2603.81,51539,591980
2020,JAWA TIMUR,SLENGSENG,2534.1,29869,50311
2020,JAWA TIMUR,TONGKOL BANYAR,2482.79,39913,156671
2020,JAWA TIMUR,PEPEREK BONDOLAN,2379.04,27415,123710
2020,JAWA TIMUR,EKOR KUNING,2204.45,33646,119405
2020,JAWA TIMUR,BELOSO,2142.92,23425,85969
2020,JAWA TIMUR,KEPITING,2094.75,124560,638411
2020,JAWA TIMUR,TERI KUNING,2057.81,20780,40522
2020,JAWA TIMUR,LENCAM,2000.84,40970,111027
2020,JAWA TIMUR,TUNA MATA BESAR,1953.57,40859,102496
2020,JAWA TIMUR,LAYANG ANGGUR,1945.97,29585,46501
2020,JAWA TIMUR,MANYUNG BESAR,1936.47,36294,104836
2020,JAWA TIMUR,SIPUT,1925.82,25188,61561
2020,JAWA TIMUR,PARI KEMBANG,1889.73,40720,226007
2020,JAWA TIMUR,BAWAL PUTIH,1764.48,73602,356645
2020,JAWA TIMUR,UDANG PUTIH; UDANG API-API,1763.24,91601,602541
2020,JAWA TIMUR,AYAM-AYAM; KAMBING-KAMBING,1728.45,25228,74400
2020,JAWA TIMUR,BESOT,1567.84,23425,51153
2020,JAWA TIMUR,HIU LANJAMAN,1543.38,28149,62391
2020,JAWA TIMUR,UDANG JERBUNG,1537.28,93170,508803
2020,JAWA TIMUR,TAWES,1516.07,20477,486108
2020,JAWA TIMUR,SELAR BENTONG,1486.27,16897,66382
2020,JAWA TIMUR,ALU-ALU SIRIP HITAM; BARAKUDA SIRIP HITAM,1448.85,20395,52819
2020,JAWA TIMUR,BARONANG KUNYIT,1362.37,15460,11348
2020,JAWA TIMUR,GEROT-GEROT,1277.89,36364,63959
2020,JAWA TIMUR,UDANG WINDU,1249.56,90205,393264
2020,JAWA TIMUR,MANYUNG JAHAL,1124.77,15884,36013
2020,JAWA TIMUR,ALU-ALU BESAR; BARAKUDA BESAR,1107.35,13329,177035
2020,JAWA TIMUR,KERONG-KERONG,1049.75,20891,104534
2020,JAWA TIMUR,BARONANG,1017.79,27118,110036
2020,JAWA TIMUR,KAKAP PUTIH; BARAMUNDI,998.76,44819,237463
2020,JAWA TIMUR,ALBAKORA,976.23,29287,90000
2020,JAWA TIMUR,TERI INDIAN,969.6,12423,79897
2020,JAWA TIMUR,KEMBUNG LELAKI,944.18,13196,118351
2020,JAWA TIMUR,LEMADANG,922.19,21052,195532
2020,JAWA TIMUR,JULUNG-JULUNG,879.53,8795,40000
2020,JAWA TIMUR,TERIPANG PASIR; TERIPANG PUTIH,864.04,259212,300000
2020,JAWA TIMUR,PARI KEKEH,820.02,8637,24237
2020,JAWA TIMUR,IKAN DEMERSAL LAINNYA,816.2,9700,11884
2020,JAWA TIMUR,MANYUNG,797.26,14540,110930
2020,JAWA TIMUR,MUJAIR,687.26,9892,340746
2020,JAWA TIMUR,SELAR BATANG,679.63,9132,63966
2020,JAWA TIMUR,KERAPU SUNU,624.08,24588,481999
2020,JAWA TIMUR,BAMBANGAN,617.04,20571,58791
2020,JAWA TIMUR,SEBELAH,599.25,10418,64604
2020,JAWA TIMUR,TERI BAELAMA,598.19,8985,51332
2020,JAWA TIMUR,SERINDING TEMBAKAU,548.9,5703,22349
2020,JAWA TIMUR,SEMAR,524.72,5975,86873
2020,JAWA TIMUR,SIRO,502.96,8079,52596
2020,JAWA TIMUR,JAPUH,433.9,4338,40000
2020,JAWA TIMUR,KENYAR,398.27,5700,45055
2020,JAWA TIMUR,MANYUNG HITAM,391.99,4125,65339
2020,JAWA TIMUR,PARI BABI,382.0,3820,10000
2020,JAWA TIMUR,UDANG CORAL,377.8,3921,10380
2020,JAWA TIMUR,KEMBUNG PEREMPUAN,369.55,4937,35135
2020,JAWA TIMUR,LELE,364.03,5955,323294
2020,JAWA TIMUR,MARLIN HITAM,353.56,8452,98553
2020,JAWA TIMUR,KUWE SEMAR,346.57,6402,37257
2020,JAWA TIMUR,KEPITING BAKAU,343.3,17578,95000
2020,JAWA TIMUR,GABUS,331.97,11022,884853
2020,JAWA TIMUR,SEMBILANG BETUL,328.6,7885,84973
2020,JAWA TIMUR,KUWE GERONG,325.0,9236,43724
2020,JAWA TIMUR,MARLIN BIRU,308.6,8819,28577
2020,JAWA TIMUR,REMANG,307.5,9443,81430
2020,JAWA TIMUR,UDANG BINTIK MERAH,302.25,7276,49071
2020,JAWA TIMUR,TERIPANG BATU,298.2,4473,15000
2020,JAWA TIMUR,LAYARAN,292.33,6014,61634
2020,JAWA TIMUR,MAS,280.99,5822,349438
2020,JAWA TIMUR,UDANG JAMBRET,279.76,7893,90019
2020,JAWA TIMUR,BUNTAL,270.0,2700,20000
2020,JAWA TIMUR,PETEK,259.63,2596,10000
2020,JAWA TIMUR,GOLOK-GOLOK,234.28,2349,76400
2020,JAWA TIMUR,LOBSTER PASIR,218.06,23400,951632
2020,JAWA TIMUR,SELAR PAPAN,191.9,4588,63000
2020,JAWA TIMUR,ALU-ALU GIGI GERGAJI; BARAKUDA GIGI GERGAJI,189.16,3185,65709
2020,JAWA TIMUR,KERAPU KARANG,178.22,6742,270069
2020,JAWA TIMUR,SOTONG,177.9,5020,48390
2020,JAWA TIMUR,KAKAP,174.23,6783,110000
2020,JAWA TIMUR,PARI GERGAJI,168.5,2635,15637
2020,JAWA TIMUR,PATIN JAMBAL,165.85,2765,80398
2020,JAWA TIMUR,PARAY,164.83,3082,65425
2020,JAWA TIMUR,NILEM,150.92,2503,76596
2020,JAWA TIMUR,LIDAH,150.47,3827,95087
2020,JAWA TIMUR,CENDRO,138.84,1582,89444
2020,JAWA TIMUR,ALU-ALU MATA BESAR; BARAKUDA MATA BESAR,133.8,2329,17410
2020,JAWA TIMUR,SELANGET,132.73,1406,33819
2020,JAWA TIMUR,UDANG DANAU,124.72,3338,226599
2020,JAWA TIMUR,KETING,123.94,1743,159655
2020,JAWA TIMUR,TIRAM,103.6,1882,79813
2020,JAWA TIMUR,UDANG GROGO,85.8,1358,15823
2020,JAWA TIMUR,BAUNG PUTIH,82.61,1979,118420
2020,JAWA TIMUR,BETOK,79.11,896,66271
2020,JAWA TIMUR,MATA SEBELAH,76.15,1958,25709
2020,JAWA TIMUR,UDANG GALAH,74.37,2651,238553
2020,JAWA TIMUR,LOBSTER,72.46,16347,763072
2020,JAWA TIMUR,RUMPUT LAUT EUCHEUMA COTTONII,69.03,3451,50000
2020,JAWA TIMUR,PISANG-PISANG,68.12,1219,33000
2020,JAWA TIMUR,BETUTU,53.49,1339,108020
2020,JAWA TIMUR,BELUT SAWAH; REMANG SAWAH,53.44,1850,130758
2020,JAWA TIMUR,KIPER,51.2,1148,22428
2020,JAWA TIMUR,KERANG PISAU LIPAT,46.4,482,10386
2020,JAWA TIMUR,BEUNTEUR,38.61,656,107772
2020,JAWA TIMUR,KAKAP MERAH UTARA,38.28,1531,40000
2020,JAWA TIMUR,SIDAT,36.8,1178,132558
2020,JAWA TIMUR,LALAWAK,33.87,576,17000
2020,JAWA TIMUR,PATIN,32.55,605,69720
2020,JAWA TIMUR,LOBSTER BATIK,30.0,9000,300000
2020,JAWA TIMUR,PETEK PUGNOSE,29.61,321,25000
2020,JAWA TIMUR,BELIDA,26.6,514,38619
2020,JAWA TIMUR,RUMPUT LAUT ACANTHOPHORA SPICIFERA,25.8,258,10000
2020,JAWA TIMUR,GURAME; GURAMI,22.5,536,23815
2020,JAWA TIMUR,HIU BOTOL,20.39,252,35000
2020,JAWA TIMUR,GENGGEHEK,19.32,576,64000
2020,JAWA TIMUR,UDANG RAJA CEPLOK MERAH,18.99,759,40000
2020,JAWA TIMUR,PARI KELELAWAR,18.4,281,28416
2020,JAWA TIMUR,KERAPU KAYU; KERAPU LUMPUR,18.24,638,35000
2020,JAWA TIMUR,SUNGLIR,15.05,295,59195
2020,JAWA TIMUR,GULAMAH KUNING,14.89,206,13811
2020,JAWA TIMUR,UDANG CENDANA,14.7,294,20000
2020,JAWA TIMUR,SEPAT SIAM,14.29,145,33000
